line,title,author,cited_num,relate,reverse_relate
The Structure of the C60 ¬molecule: X-ray crystal structure determination of a twin at 110K,The structure of the C60 molecule: X-ray crystal structure determination of a twin at 110 K,,310,86.67%,75.00%
Activated C70 and diamond,Activated C70 and diamond,RPH Chang,23,100.00%,100.00%
Transmission electron microscopy of chromatographically purified solid state C60 and C70,Transmission electron microscopy of chromatographically purified solid state C60 and C70,VP Dravid,63,100.00%,100.00%
Nucleation of diamond films on surfaces using carbon clusters,Nucleation of diamond films on surfaces using carbon clusters,,110,100.00%,100.00%
Infrared and Raman spectra of C60 and C70 solid films at room temperature,Infrared and Raman spectra of C60 and C70 solid films at room temperature,RPH Chang,103,100.00%,100.00%
Photoabsorption spectra of s1-electron metal clusters,Photoabsorption spectra ofs 1-electron metal clusters,CRC Wang,0,66.67%,66.67%
Fullerene-based materials,In vivo studies of fullerene-based materials using endohedral metallofullerene radiotracers,,326,50.00%,10.00%
Molecular orbital study of the selective hydrogenation of acetylene in aqueous metal-catalyzed tetrahydroborate systems,Molecular orbital study of the selective hydrogenation of acetylene in aqueous metalcatalyzed tetrahydroborate systems,,1,92.86%,92.86%
Kinetics of catalytic hydrolysis of potato starch by immobilized ß-amylase,Production of high maltose syrup using an ultrafiltration reactor,,26,10.00%,22.22%
A general computer program for geometry optimization,Electronic structure calculations on workstation computers: The program system turbomole,,6861,14.29%,10.00%
On the Mechanism and Kinetics of Zinc Oxide Sulfidation for Packed Bed Reactor Modeling,Kinetics of zinc oxide sulfidation for packed-bed desulfurizer modeling,,24,21.43%,33.33%
Noble Metal Water Gas Shift Catalysis: Kinetics Study and Reactor Design,Noble metal water gas shift catalysis: Kinetics study and reactor design,,42,27.27%,27.27%
Hydrogen decoking with partial activity recovery of Pt-Re/Al 2O3 reforming catalyst: Observation and kinetics,Recovering of the catalytic functions of naphtha reforming catalysts by partial coke burning,,24,28.57%,23.08%
"Heptane reforming over Pt-Re/Al2O3: Reaction network, kinetics and apparent selective catalyst deactivation","Heptane reforming over Pt–Re/Al2O3: reaction network, kinetics, and apparent selective catalyst deactivation",DS Rumschitzki,31,75.00%,75.00%
An Experimental Protocol for Studying Kinetics and Catalyst Deactivation,An experimental protocol for studying kinetics and catalyst deactivation: Application to heptane reforming on Pt-Re/Al 2 O 3,DS Rumschitzki,4,33.33%,16.67%
Kinetics of Catalyst Coking in Heptane Reforming over Pt-Re/Al2O3,Kinetics of Catalyst Coking in Heptane Reforming over Pt− Re/Al2O3,,35,88.89%,80.00%
Identification of Coke Precursors in Heptane Reforming with a Multioutlet Fixed-Bed Reactor and a Novel Vibrational Microbalance,Identification of coke precursors in heptane reforming with a multioutlet fixed-bed reactor and a novel vibrational microbalance,DS Rumschitzki,34,41.18%,41.18%
n Situ Coking Kinetics Obtained from a New Flow Through Microbalance and Reaction Kinetics Monitored by GC,In situ coking kinetics obtained from a new flow through microbalance and reaction kinetics monitored by GC,CA Querini DS Rumschitzki,17,29.41%,29.41%
Zwietering's Maximum-Mixedness Reactor and The Continuously Stirred Tank Reactor,Zwietering's maximum-mixedness reactor and the continuously stirred tank reactor,D Rumschitzki,0,22.22%,22.22%
Studies on the Hot-State Gas Hold-up of a Gas-Lift Outer Loop Reactor,The Development of Investigation in Loop Reactor [J],,17,25.00%,37.50%
Studies of Air-Lift Tower Loop Bioreactors with Stage Separating Trays,Studies on Air-lift Tower Loop Bioreactor with Stage Separating Trays,,0,70.00%,70.00%
Studies on the Circulation Rate and Flow Model for External Loop Bioreactors,Studies on circulation rate and flow model for external loop bioreactor.,,0,33.33%,36.36%
The Current State and New Trends in Bioreactors,Disposable bioreactors: the current state-of-the-art and recommended applications in biotechnology,,202,25.00%,20.00%
The Studies on the Mass Transfer of an External Loop Bioreactor and the Scale-up of Aerobic Bioreactors,Bioreactor scale-up and oxygen transfer rate in microbial processes: an overview,F Garcia-Ochoa E Gomez,627,17.65%,27.27%
Research on the Air-Lift Bioreactor for the Production of Glutamic Acid,Fermentative production of lactic acid from biomass: an overview on process developments and future perspectives,KM Nampoothiri A Pandey,458,18.18%,13.33%
The Existing State and Prospects of Biochemical Engineering,"BioMEMS: state-of-the-art in detection, opportunities and prospects",R Bashir,468,12.50%,14.29%
Sequential yield stress and zeta potential measurements on the same suspensions for platelet and spherical alumina,Sequential yield stress and zeta potential measurements on the same suspensions for platelet and spherical alumina,YK Leong J Liu,4,100.00%,100.00%
A fully coupled hydro-thermo-mechanical model for the spontaneous combustion of underground coal seams,A fully coupled hydro-thermo-mechanical model for the spontaneous combustion of underground coal seams,J Liu J Kang,47,100.00%,100.00%
Evaluation of the pre-drained coal seam gas quality,Evaluation of the pre-drained coal seam gas quality,J Liu,33,100.00%,100.00%
Roles of coal heterogeneity on evolution of coal permeability under unconstrained boundary conditions,Roles of coal heterogeneity on evolution of coal permeability under unconstrained boundary conditions,Z Chen J Liu D Elsworth Z Pan S Wang,22,100.00%,100.00%
Surface force arising from adsorbed graphene oxide in alumina suspensions with different shape and size,Surface force arising from adsorbed graphene oxide in alumina suspensions with different shape and size,H Husin YK Leong J Liu,6,100.00%,100.00%
An improved relative permeability model for coal reservoirs,An improved relative permeability model for coal reservoirs,D Chen Z Pan J Liu LD Connell,44,100.00%,100.00%
Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,WC Zhu J Liu T Xu D Elsworth,14,100.00%,100.00%
Impact of various parameters on the production of coalbed methane,Impact of various parameters on the production of coalbed methane,Z Chen J Liu J Wang Z Pan,7,100.00%,100.00%
Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,S Wang D Elsworth J Liu,84,100.00%,100.00%
"Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction","Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction",JG Wang J Liu,41,100.00%,100.00%
"Mechanical Behavior of Methane Infiltrated Coal: the Roles of Gas Desorption, Stress Level and Loading Rate","Mechanical behavior of methane infiltrated coal: the roles of gas desorption, stress level and loading rate",S Wang D Elsworth J Liu,28,31.25%,31.25%
A mechanistic model for permeability evolution in fractured sorbing media,A mechanistic model for permeability evolution in fractured sorbing media,S Wang D Elsworth J Liu,49,100.00%,100.00%
Complex evolution of coal permeability during CO 2 injection under variable temperatures,Complex evolution of coal permeability during CO 2 injection under variable temperatures,J Liu Z Chen J Wang Z Pan L Connell,27,100.00%,100.00%
Effects of non-Darcy flow on the performance of coal seam gas wells,Effects of non-Darcy flow on the performance of coal seam gas wells,JG Wang J Liu Z Chen,51,100.00%,100.00%
The effects of benzoic acid compounds in α-Al2O3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,The effects of benzoic acid compounds in α-Al 2 O 3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,H Husin YK Leong J Liu,12,94.44%,80.95%
"Conformational molecular structure-surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S,S)-ethylenediamine-N,N'-disuccinic acids in α-Al2O3 dispersions","Conformational molecular structure–surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S, S)-ethylenediamine-N, N′-disuccinic acids in α-Al 2 …",H Husin YK Leong J Liu,4,71.43%,62.50%
Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,H Husin YK Leong J Liu,4,100.00%,100.00%
Impact of Rock Heterogeneity on Interactions of Microbial-Enhanced Oil Recovery Processes,Impact of rock heterogeneity on interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,6,36.36%,36.36%
Modeling and simulation of moisture effect on gas storage and transport in coal seams,Modeling and simulation of moisture effect on gas storage and transport in coal seams,D Chen Z Pan J Liu LD Connell,22,100.00%,100.00%
Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,D Chen Z Pan J Liu LD Connell,31,100.00%,100.00%
Optimizing enhanced coalbed methane recovery for unhindered production and CO2 injectivity,Optimizing enhanced coalbed methane recovery for unhindered production and CO 2 injectivity,H Kumar D Elsworth J Liu,25,90.91%,83.33%
Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Model development and analysis,Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: model development and analysis,Z Chen J Liu Z Pan LD Connell D Elsworth,40,94.74%,94.74%
Structural recovery behaviour of barite-loaded bentonite drilling muds,Structural recovery behavior of barite-loaded bentonite drilling muds,YK Leong J Liu,11,87.50%,87.50%
Permeability evolution of fluid-infiltrated coal containing discrete fractures,Permeability evolution of fluid-infiltrated coal containing discrete fractures,G Izadi S Wang D Elsworth J Liu,68,100.00%,100.00%
Interactions of Microbial-Enhanced Oil Recovery Processes,Interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,29,33.33%,33.33%
Impact of transition from local swelling to macro swelling on the evolution of coal permeability,Impact of transition from local swelling to macro swelling on the evolution of coal permeability,J Liu J Wang Z Chen S Wang D Elsworth,63,100.00%,100.00%
Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Experimental observations,Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: experimental observations,Z Chen Z Pan J Liu LD Connell D Elsworth,62,94.12%,94.12%
Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,J Liu Z Chen D Elsworth,57,100.00%,100.00%
Evolution of Coal Permeability: Contribution of Heterogeneous Swelling Processes,Evolution of coal permeability: Contribution of heterogeneous swelling processes,J Liu D Elsworth,28,44.44%,44.44%
Interactions of multiple processes during CBM extraction: A critical review,Interactions of multiple processes during CBM extraction: a critical review,J Liu Z Chen D Elsworth D Chen,141,90.00%,90.00%
Permeability evolution in fractured coal: The roles of fracture geometry and water-content,Permeability evolution in fractured coal: the roles of fracture geometry and water-content,S Wang D Elsworth J Liu,134,91.67%,91.67%
A dual poroelastic model for CO2-enhanced coalbed methane recovery,A dual poroelastic model for CO 2-enhanced coalbed methane recovery,J Liu Z Chen D Elsworth,45,88.89%,80.00%
A model of coal-gas interaction under variable temperatures,A model of coal–gas interaction under variable temperatures,WC Zhu J Liu D Elsworth,53,87.50%,87.50%
Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,JG Wang Y Zhang JS Liu BY Zhang,12,100.00%,100.00%
Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,J Liu Z Chen D Elsworth,78,100.00%,100.00%
Evaluation of stress-controlled coal swelling processes,Evaluation of stress-controlled coal swelling processes,J Liu Z Chen D Elsworth,61,100.00%,100.00%
Impact of CO<sub>2</sub> injection and differential deformation on CO<sub>2</sub> injectivity under in-situ stress conditions,A review of studies on CO 2 sequestration and caprock integrity,R Shukla P Ranjith A Haque,214,21.43%,27.27%
Development of anisotropic permeability during coalbed methane production,Development of anisotropic permeability during coalbed methane production,J Liu D Elsworth,51,100.00%,100.00%
The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,J Liu,36,100.00%,100.00%
How sorption-induced matrix deformation affects gas flow in coal seams: A new FE model,How sorption-induced matrix deformation affects gas flow in coal seams: a new FE model,J Liu D Elsworth,187,92.86%,92.86%
An improved relative permeability model for coal reservoirs,An improved relative permeability model for coal reservoirs,D Chen Z Pan J Liu LD Connell,44,100.00%,100.00%
Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,WC Zhu J Liu T Xu D Elsworth,14,100.00%,100.00%
Impact of various parameters on the production of coalbed methane,Impact of various parameters on the production of coalbed methane,Z Chen J Liu J Wang Z Pan,7,100.00%,100.00%
Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,S Wang D Elsworth J Liu,84,100.00%,100.00%
"Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction","Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction",JG Wang J Liu,41,100.00%,100.00%
"Mechanical Behavior of Methane Infiltrated Coal: the Roles of Gas Desorption, Stress Level and Loading Rate","Mechanical behavior of methane infiltrated coal: the roles of gas desorption, stress level and loading rate",S Wang D Elsworth J Liu,28,31.25%,31.25%
A mechanistic model for permeability evolution in fractured sorbing media,A mechanistic model for permeability evolution in fractured sorbing media,S Wang D Elsworth J Liu,49,100.00%,100.00%
Complex evolution of coal permeability during CO 2 injection under variable temperatures,Complex evolution of coal permeability during CO 2 injection under variable temperatures,J Liu Z Chen J Wang Z Pan L Connell,27,100.00%,100.00%
Effects of non-Darcy flow on the performance of coal seam gas wells,Effects of non-Darcy flow on the performance of coal seam gas wells,JG Wang J Liu Z Chen,51,100.00%,100.00%
The effects of benzoic acid compounds in α-Al2O3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,The effects of benzoic acid compounds in α-Al 2 O 3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,H Husin YK Leong J Liu,12,94.44%,80.95%
"Conformational molecular structure-surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S,S)-ethylenediamine-N,N'-disuccinic acids in α-Al2O3 dispersions","Conformational molecular structure–surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S, S)-ethylenediamine-N, N′-disuccinic acids in α-Al 2 …",H Husin YK Leong J Liu,4,71.43%,62.50%
Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,H Husin YK Leong J Liu,4,100.00%,100.00%
Impact of Rock Heterogeneity on Interactions of Microbial-Enhanced Oil Recovery Processes,Impact of rock heterogeneity on interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,6,36.36%,36.36%
Modeling and simulation of moisture effect on gas storage and transport in coal seams,Modeling and simulation of moisture effect on gas storage and transport in coal seams,D Chen Z Pan J Liu LD Connell,22,100.00%,100.00%
Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,D Chen Z Pan J Liu LD Connell,31,100.00%,100.00%
Optimizing enhanced coalbed methane recovery for unhindered production and CO2 injectivity,Optimizing enhanced coalbed methane recovery for unhindered production and CO 2 injectivity,H Kumar D Elsworth J Liu,25,90.91%,83.33%
Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Model development and analysis,Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: model development and analysis,Z Chen J Liu Z Pan LD Connell D Elsworth,40,94.74%,94.74%
Structural recovery behaviour of barite-loaded bentonite drilling muds,Structural recovery behavior of barite-loaded bentonite drilling muds,YK Leong J Liu,11,87.50%,87.50%
Permeability evolution of fluid-infiltrated coal containing discrete fractures,Permeability evolution of fluid-infiltrated coal containing discrete fractures,G Izadi S Wang D Elsworth J Liu,68,100.00%,100.00%
Interactions of Microbial-Enhanced Oil Recovery Processes,Interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,29,33.33%,33.33%
Impact of transition from local swelling to macro swelling on the evolution of coal permeability,Impact of transition from local swelling to macro swelling on the evolution of coal permeability,J Liu J Wang Z Chen S Wang D Elsworth,63,100.00%,100.00%
Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Experimental observations,Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: experimental observations,Z Chen Z Pan J Liu LD Connell D Elsworth,62,94.12%,94.12%
Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,J Liu Z Chen D Elsworth,57,100.00%,100.00%
Evolution of Coal Permeability: Contribution of Heterogeneous Swelling Processes,Evolution of coal permeability: Contribution of heterogeneous swelling processes,J Liu D Elsworth,28,44.44%,44.44%
Interactions of multiple processes during CBM extraction: A critical review,Interactions of multiple processes during CBM extraction: a critical review,J Liu Z Chen D Elsworth D Chen,141,90.00%,90.00%
Permeability evolution in fractured coal: The roles of fracture geometry and water-content,Permeability evolution in fractured coal: the roles of fracture geometry and water-content,S Wang D Elsworth J Liu,134,91.67%,91.67%
A dual poroelastic model for CO2-enhanced coalbed methane recovery,A dual poroelastic model for CO 2-enhanced coalbed methane recovery,J Liu Z Chen D Elsworth,45,88.89%,80.00%
A model of coal-gas interaction under variable temperatures,A model of coal–gas interaction under variable temperatures,WC Zhu J Liu D Elsworth,53,87.50%,87.50%
Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,JG Wang Y Zhang JS Liu BY Zhang,12,100.00%,100.00%
Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,J Liu Z Chen D Elsworth,78,100.00%,100.00%
Evaluation of stress-controlled coal swelling processes,Evaluation of stress-controlled coal swelling processes,J Liu Z Chen D Elsworth,61,100.00%,100.00%
Impact of CO<sub>2</sub> injection and differential deformation on CO<sub>2</sub> injectivity under in-situ stress conditions,A review of studies on CO 2 sequestration and caprock integrity,R Shukla P Ranjith A Haque,214,21.43%,27.27%
Development of anisotropic permeability during coalbed methane production,Development of anisotropic permeability during coalbed methane production,J Liu D Elsworth,51,100.00%,100.00%
The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,J Liu,36,100.00%,100.00%
How sorption-induced matrix deformation affects gas flow in coal seams: A new FE model,How sorption-induced matrix deformation affects gas flow in coal seams: a new FE model,J Liu D Elsworth,187,92.86%,92.86%
An improved relative permeability model for coal reservoirs,An improved relative permeability model for coal reservoirs,D Chen Z Pan J Liu LD Connell,44,100.00%,100.00%
Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,WC Zhu J Liu T Xu D Elsworth,14,100.00%,100.00%
Impact of various parameters on the production of coalbed methane,Impact of various parameters on the production of coalbed methane,Z Chen J Liu J Wang Z Pan,7,100.00%,100.00%
Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,S Wang D Elsworth J Liu,84,100.00%,100.00%
"Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction","Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction",JG Wang J Liu,41,100.00%,100.00%
"Mechanical Behavior of Methane Infiltrated Coal: the Roles of Gas Desorption, Stress Level and Loading Rate","Mechanical behavior of methane infiltrated coal: the roles of gas desorption, stress level and loading rate",S Wang D Elsworth J Liu,28,31.25%,31.25%
A mechanistic model for permeability evolution in fractured sorbing media,A mechanistic model for permeability evolution in fractured sorbing media,S Wang D Elsworth J Liu,49,100.00%,100.00%
Complex evolution of coal permeability during CO 2 injection under variable temperatures,Complex evolution of coal permeability during CO 2 injection under variable temperatures,J Liu Z Chen J Wang Z Pan L Connell,27,100.00%,100.00%
Effects of non-Darcy flow on the performance of coal seam gas wells,Effects of non-Darcy flow on the performance of coal seam gas wells,JG Wang J Liu Z Chen,51,100.00%,100.00%
The effects of benzoic acid compounds in α-Al2O3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,The effects of benzoic acid compounds in α-Al 2 O 3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,H Husin YK Leong J Liu,12,94.44%,80.95%
"Conformational molecular structure-surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S,S)-ethylenediamine-N,N'-disuccinic acids in α-Al2O3 dispersions","Conformational molecular structure–surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S, S)-ethylenediamine-N, N′-disuccinic acids in α-Al 2 …",H Husin YK Leong J Liu,4,71.43%,62.50%
Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,H Husin YK Leong J Liu,4,100.00%,100.00%
Impact of Rock Heterogeneity on Interactions of Microbial-Enhanced Oil Recovery Processes,Impact of rock heterogeneity on interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,6,36.36%,36.36%
Modeling and simulation of moisture effect on gas storage and transport in coal seams,Modeling and simulation of moisture effect on gas storage and transport in coal seams,D Chen Z Pan J Liu LD Connell,22,100.00%,100.00%
Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,D Chen Z Pan J Liu LD Connell,31,100.00%,100.00%
Optimizing enhanced coalbed methane recovery for unhindered production and CO2 injectivity,Optimizing enhanced coalbed methane recovery for unhindered production and CO 2 injectivity,H Kumar D Elsworth J Liu,25,90.91%,83.33%
Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Model development and analysis,Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: model development and analysis,Z Chen J Liu Z Pan LD Connell D Elsworth,40,94.74%,94.74%
Structural recovery behaviour of barite-loaded bentonite drilling muds,Structural recovery behavior of barite-loaded bentonite drilling muds,YK Leong J Liu,11,87.50%,87.50%
Permeability evolution of fluid-infiltrated coal containing discrete fractures,Permeability evolution of fluid-infiltrated coal containing discrete fractures,G Izadi S Wang D Elsworth J Liu,68,100.00%,100.00%
Interactions of Microbial-Enhanced Oil Recovery Processes,Interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,29,33.33%,33.33%
Impact of transition from local swelling to macro swelling on the evolution of coal permeability,Impact of transition from local swelling to macro swelling on the evolution of coal permeability,J Liu J Wang Z Chen S Wang D Elsworth,63,100.00%,100.00%
Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Experimental observations,Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: experimental observations,Z Chen Z Pan J Liu LD Connell D Elsworth,62,94.12%,94.12%
Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,J Liu Z Chen D Elsworth,57,100.00%,100.00%
Evolution of Coal Permeability: Contribution of Heterogeneous Swelling Processes,Evolution of coal permeability: Contribution of heterogeneous swelling processes,J Liu D Elsworth,28,44.44%,44.44%
Interactions of multiple processes during CBM extraction: A critical review,Interactions of multiple processes during CBM extraction: a critical review,J Liu Z Chen D Elsworth D Chen,141,90.00%,90.00%
Permeability evolution in fractured coal: The roles of fracture geometry and water-content,Permeability evolution in fractured coal: the roles of fracture geometry and water-content,S Wang D Elsworth J Liu,134,91.67%,91.67%
A dual poroelastic model for CO2-enhanced coalbed methane recovery,A dual poroelastic model for CO 2-enhanced coalbed methane recovery,J Liu Z Chen D Elsworth,45,88.89%,80.00%
A model of coal-gas interaction under variable temperatures,A model of coal–gas interaction under variable temperatures,WC Zhu J Liu D Elsworth,53,87.50%,87.50%
Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,JG Wang Y Zhang JS Liu BY Zhang,12,100.00%,100.00%
Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,J Liu Z Chen D Elsworth,78,100.00%,100.00%
Evaluation of stress-controlled coal swelling processes,Evaluation of stress-controlled coal swelling processes,J Liu Z Chen D Elsworth,61,100.00%,100.00%
Impact of CO<sub>2</sub> injection and differential deformation on CO<sub>2</sub> injectivity under in-situ stress conditions,A review of studies on CO 2 sequestration and caprock integrity,R Shukla P Ranjith A Haque,214,21.43%,27.27%
Development of anisotropic permeability during coalbed methane production,Development of anisotropic permeability during coalbed methane production,J Liu D Elsworth,51,100.00%,100.00%
The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,J Liu,36,100.00%,100.00%
How sorption-induced matrix deformation affects gas flow in coal seams: A new FE model,How sorption-induced matrix deformation affects gas flow in coal seams: a new FE model,J Liu D Elsworth,187,92.86%,92.86%
An improved relative permeability model for coal reservoirs,An improved relative permeability model for coal reservoirs,D Chen Z Pan J Liu LD Connell,44,100.00%,100.00%
Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,Impact of gas adsorption induced coal matrix damage on the evolution of coal permeability,WC Zhu J Liu T Xu D Elsworth,14,100.00%,100.00%
Impact of various parameters on the production of coalbed methane,Impact of various parameters on the production of coalbed methane,Z Chen J Liu J Wang Z Pan,7,100.00%,100.00%
Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,Permeability evolution during progressive deformation of intact coal and implications for instability in underground coal seams,S Wang D Elsworth J Liu,84,100.00%,100.00%
"Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction","Combined effects of directional compaction, non-Darcy flow and anisotropic swelling on coal seam gas extraction",JG Wang J Liu,41,100.00%,100.00%
"Mechanical Behavior of Methane Infiltrated Coal: the Roles of Gas Desorption, Stress Level and Loading Rate","Mechanical behavior of methane infiltrated coal: the roles of gas desorption, stress level and loading rate",S Wang D Elsworth J Liu,28,31.25%,31.25%
A mechanistic model for permeability evolution in fractured sorbing media,A mechanistic model for permeability evolution in fractured sorbing media,S Wang D Elsworth J Liu,49,100.00%,100.00%
Complex evolution of coal permeability during CO 2 injection under variable temperatures,Complex evolution of coal permeability during CO 2 injection under variable temperatures,J Liu Z Chen J Wang Z Pan L Connell,27,100.00%,100.00%
Effects of non-Darcy flow on the performance of coal seam gas wells,Effects of non-Darcy flow on the performance of coal seam gas wells,JG Wang J Liu Z Chen,51,100.00%,100.00%
The effects of benzoic acid compounds in α-Al2O3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,The effects of benzoic acid compounds in α-Al 2 O 3 dispersions: Additional attractive forces of particle bridging and precipitate bridging,H Husin YK Leong J Liu,12,94.44%,80.95%
"Conformational molecular structure-surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S,S)-ethylenediamine-N,N'-disuccinic acids in α-Al2O3 dispersions","Conformational molecular structure–surface force correlation of ethylenediaminetetracetic, nitrilotriacetic and (S, S)-ethylenediamine-N, N′-disuccinic acids in α-Al 2 …",H Husin YK Leong J Liu,4,71.43%,62.50%
Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,Molecular attributes of an effective steric agent: Yield stress of dispersions in the presence of pure enantiomeric and racemate malic acids,H Husin YK Leong J Liu,4,100.00%,100.00%
Impact of Rock Heterogeneity on Interactions of Microbial-Enhanced Oil Recovery Processes,Impact of rock heterogeneity on interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,6,36.36%,36.36%
Modeling and simulation of moisture effect on gas storage and transport in coal seams,Modeling and simulation of moisture effect on gas storage and transport in coal seams,D Chen Z Pan J Liu LD Connell,22,100.00%,100.00%
Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,Characteristic of anisotropic coal permeability and its impact on optimal design of multi-lateral well for coalbed methane production,D Chen Z Pan J Liu LD Connell,31,100.00%,100.00%
