line,title,author,cited_num,relate,reverse_relate
Laser-Seeded Free-Electron Lasers at the NSLS,Laser-Seeded Free-Electron Lasers at the NSLS,X Wang,15,100.00%,100.00%
High power beam test and measurement of emittance evolution of a 1.6-cell photocathode RF gun at Pohang Accelerator Laboratory,High power beam test and measurement of emittance evolution of a 1.6-cell photocathode RF gun at Pohang Accelerator Laboratory,,12,100.00%,100.00%
Interplay of the Chirps and Chirped Pulse Compression in a High-gain Seeded Free-electron Laser,Interplay of the chirps and chirped pulse compression in a high-gain seeded free-electron laser,X Wang,34,42.86%,42.86%
Efficiency Enhancement using Electron Energy Detuning in a Laser Seeded Free Electron Laser Amplifier,Efficiency enhancement using electron energy detuning in a laser seeded free electron laser amplifier,XJ Wang RK Li,26,28.57%,28.57%
Reply to Comment on Experimental Characterization of Superradiance in a Single-Pass High-Gain Laser-Seeded Free-Electron Laser Amplifier,Experimental characterization of superradiance in a single-pass high-gain laser-seeded free-electron laser amplifier,XJ Wang,54,25.00%,33.33%
Nonlinear Cross-Phase Modulation with Intense Single-Cycle Terahertz Pulses,Nonlinear cross-phase modulation with intense single-cycle terahertz pulses,DA Arena,143,25.00%,25.00%
Electrosprayed PLGA smart containers for active anti-corrosion coating on magnesium alloy Amlite,Electrosprayed PLGA smart containers for active anti-corrosion coating on magnesium alloy AMlite,XB Chen JL Li B Tang N Birbilis,18,91.67%,91.67%
Improving the mechanical properties of multiwalled carbon nanotube/epoxy nanocomposites using polymerization in a stirring plasma system,Improving the mechanical properties of multiwalled carbon nanotube/epoxy nanocomposites using polymerization in a stirring plasma system,BL Fox,15,100.00%,100.00%
Facts and myths of antibacterial properties of silk,Facts and myths of antibacterial properties of silk,J Kaur T Tsuzuki,15,100.00%,100.00%
A biomimetic approach for designing stent-graft structures : caterpillar cuticle as design model,A biomimetic approach for designing stent-graft structures: Caterpillar cuticle as design model,C Singh,10,76.92%,83.33%
Recyclable textiles functionalized with reduced graphene Oxide@ZnO for removal of oil spills and dye pollutants,Recyclable textiles functionalized with reduced graphene oxide@ ZnO for removal of oil spills and dye pollutants,T Tsuzuki B Tang L Sun,10,93.33%,87.50%
Magnetic and mechanical properties of polyvinyl alcohol (PVA) nanocomposites with hybrid nanofillers - graphene oxide tethered with magnetic Fe3O4 nanoparticles,Magnetic and mechanical properties of polyvinyl alcohol (PVA) nanocomposites with hybrid nanofillers–Graphene oxide tethered with magnetic Fe 3 O 4 …,J Zhang CH Wang K Ghorbani,27,75.00%,75.00%
"Improving thermal conductivity of cotton fabrics using composite coatings containing graphene, multiwall carbon nanotube or boron nitride fine particles","Improving thermal conductivity of cotton fabrics using composite coatings containing graphene, multiwall carbon nanotube or boron nitride fine particles",Y Zhao,20,100.00%,100.00%
Cooling effect of MWCNT-containing composite coatings on cotton fabrics,Cooling effect of MWCNT-containing composite coatings on cotton fabrics,Y Zhao,3,100.00%,100.00%
Direct electrospinning of nanofiber yarns,Direct Electrospinning of Nanofiber Yarns.,,8,40.00%,40.00%
Improved incorporation of fibres for more abrasion resistant yarns,Improved incorporation of fibres for more abrasion resistant yarns,,2,100.00%,100.00%
A novel method to investigate the polystyrene nanofiber formation during electrospinning process,A novel method to investigate the polystyrene nanofiber formation during electrospinning process,E Bafekrpour M Parhizkar J Fang,1,100.00%,100.00%
Silk scaffolds achieved using pickering high internal phase emulsion templating and ionic liquids,Silk scaffolds achieved using Pickering high internal phase emulsion templating and ionic liquids,,2,92.31%,92.31%
Activated carbon powders from wool fibers,Activated carbon powders from wool fibers,,17,100.00%,100.00%
Improving the mechanical properties of epoxy using multiwalled carbon nanotubes functionalized by a novel plasma treatment,Improving the mechanical properties of epoxy using multiwalled carbon nanotubes functionalized by a novel plasma treatment,,36,100.00%,100.00%
Coating and functionalization of carbon fibres using a three-step plasma treatment,Coating and Functionalization of Carbon Fibres Using a Three‐Step Plasma Treatment,Z Chen,7,36.36%,36.36%
Tri-component bio-composite materials prepared using an eco-friendly processing route,Tri-component bio-composite materials prepared using an eco-friendly processing route,,9,100.00%,100.00%
Nanofibrous p-n junction and its rectifying characteristics,Nanofibrous pn junction and its rectifying characteristics,,3,85.71%,85.71%
Enhanced mechanical energy harvesting using needleless electrospun poly(vinylidene fluoride) nanofibre web,Enhanced mechanical energy harvesting using needleless electrospun poly (vinylidene fluoride) nanofibre webs,,84,81.82%,75.00%
A comparative study on yarn hairiness results from manual test and two commercial hairiness metres,A comparative study on yarn hairiness results from manual test and two commercial hairiness metres,N Haleem X Wang,3,100.00%,100.00%
Tuning radical species in graphene oxide in aqueous solution by photoirradiation,Tuning radical species in graphene oxide in aqueous solution by photoirradiation,JL Li SC Drew B Tang L Sun,36,100.00%,100.00%
Photoprotection by silk cocoons,Photoprotection by silk cocoons,J Kaur T Tsuzuki K Millington,29,100.00%,100.00%
Production of submicron silk particles by milling,Production of submicron silk particles by milling,M Kazemimostaghim T Tsuzuki,10,100.00%,100.00%
Ultrafine silk powder from biocompatible surfactant-assisted milling,Ultrafine silk powder from biocompatible surfactant-assisted milling,M Kazemimostaghim T Tsuzuki,9,100.00%,100.00%
Silk fibroin biomaterials for tissue regenerations,Silk fibroin biomaterials for tissue regenerations,B Kundu SC Kundu,380,100.00%,100.00%
A review of optical imaging and therapy using nanosized graphene and graphene oxide,A review of optical imaging and therapy using nanosized graphene and graphene oxide,JL Li B Tang B Yuan L Sun,80,100.00%,100.00%
Graphene oxide nanoparticles for enhanced photothermal cancer cell therapy under the irradiation of a femtosecond laser beam,Graphene oxide nanoparticles for enhanced photothermal cancer cell therapy under the irradiation of a femtosecond laser beam,JL Li L Sun B Tang,24,100.00%,100.00%
Control of crystallization in supramolecular soft materials engineering,Control of crystallization in supramolecular soft materials engineering,JL Li B Yuan XY Liu RY Wang,11,100.00%,100.00%
Effect of surface treatment and knit structure on comfort properties of wool fabrics,Effect of surface treatment and knit structure on comfort properties of wool fabrics,M Naebe,14,100.00%,100.00%
Assessment of performance properties of wetsuits,Assessment of performance properties of wetsuits,M Naebe X Wang,7,100.00%,100.00%
"The effect of humidity and temperature on Wool Comfort Meter assessment of single jersey wool fabrics,",The effect of humidity and temperature on Wool ComfortMeter assessment of single jersey wool fabrics,M Naebe,18,81.25%,86.67%
Predicting comfort properties of knitted fabrics by assessing yarns with the Wool ComfortMeter,Predicting comfort properties of knitted fabrics by assessing yarns with the Wool ComfortMeter,M Naebe,16,100.00%,100.00%
Self-cleaning and superhydrophilic wool by TiO2/SiO2 nanocomposite,Self-cleaning and superhydrophilic wool by TiO 2/SiO 2 nanocomposite,E Pakdel,62,85.71%,66.67%
Electrostatic coating of cashmere guard hair powder to fabrics : silver ion loading and antibacterial properties,Electrostatic coating of cashmere guard hair powder to fabrics: Silver ion loading and antibacterial properties,,3,81.25%,86.67%
Acceleration effect of reduced graphene oxide on photoinduced synthesis of silver nanoparticles,Acceleration effect of reduced graphene oxide on photoinduced synthesis of silver nanoparticles,B Tang J Li L Sun,6,100.00%,100.00%
Colorful and antibacterial silk fiber from anisotropic silver nanoparticles,Colorful and antibacterial silk fiber from anisotropic silver nanoparticles,B Tang J Li L Sun,58,100.00%,100.00%
Multifunctionalization of cotton through in situ green synthesis of silver nanoparticles,Multifunctionalization of cotton through in situ green synthesis of silver nanoparticles,B Tang J Kaur L Sun,29,100.00%,100.00%
Shape evolution of silver nanoplates through heating and photoinduction,Shape evolution of silver nanoplates through heating and photoinduction,B Tang J Li L Sun,45,100.00%,100.00%
Exploring novel ultrafine Eri silk bioscaffold for enzyme stabilisation in cellobiose hydrolysis,Exploring novel ultrafine Eri silk bioscaffold for enzyme stabilisation in cellobiose hydrolysis,X Wang,9,100.00%,100.00%
Reducing the pilling propensity of wool knits with a three-step plasma treatment,Reducing the pilling propensity of wool knits with a three-step plasma treatment,,7,100.00%,100.00%
Unidirectional water transfer effect from fabrics having a superhydrophobic-to-hydophilic gradient,Unidirectional water transfer effect from fabrics having a superhydrophobic-to-hydrophilic gradient,H Wang X Wang,10,90.00%,90.00%
Mass production of nanofibers from a spiral coil,Mass production of nanofibers from a spiral coil,X Wang,0,100.00%,100.00%
Elastin and collagen enhances electrospun aligned polyurethane as scaffolds for vascular graft,Elastin and collagen enhances electrospun aligned polyurethane as scaffolds for vascular graft,Z Xu,30,100.00%,100.00%
A thermally healable polyhedral oligomeric silsesquioxane (POSS) nanocomposite based on Diels–Alder chemistry,A thermally healable polyhedral oligomeric silsesquioxane (POSS) nanocomposite based on Diels–Alder chemistry,Z Xu Y Zhao,34,100.00%,100.00%
Thermally mendable epoxy resin strengthened with carbon nanofibres,Thermally mendable epoxy resin strengthened with carbon nanofibres,J Zhang CH Wang A Gestos,3,100.00%,100.00%
"Mechanical properties and structure of silkworm cocoons : a comparative study of Bombyx mori, Antheraea assamensis, Antheraea pernyi and Antheraea mylitta silkworm cocoons","Mechanical properties and structure of silkworm cocoons: a comparative study of Bombyx mori, Antheraea assamensis, Antheraea pernyi and Antheraea mylitta …",J Zhang J Kaur JL Li XY Liu,40,78.26%,95.00%
Silkworm cocoon as natural material and structure for thermal insulation,Silkworm cocoon as natural material and structure for thermal insulation,J Zhang JL Li XY Liu,45,100.00%,100.00%
Superhydrophobic and UV-blocking cotton fabrics prepared by layer-by-layer assembly of organic UV absorber intercalated layered double hydroxides,Superhydrophobic and UV-blocking cotton fabrics prepared by layer-by-layer assembly of organic UV absorber intercalated layered double hydroxides,Y Zhao Z Xu,37,100.00%,100.00%
Comfort and photostability of wool,Comfort and photostability of wool,,0,100.00%,100.00%
"Carbon and polymer nanofiber reinforcements in polymer matrix composites : processing and applications, in Wei, Qufu (eds)",Carbon and polymer nanofiber reinforcements in polymer matrix composites: processing and applications,J Zhang,8,58.82%,91.67%
"Finite element-aided electric field analysis of needleless electrospinning, in Musa, Sarhan M. (eds),",Finite element-aided electric field analysis of needleless electrospinning,,1,53.85%,87.50%
UV absorption property of bamboo,UV absorption property of bamboo,T Tsuzuki,10,100.00%,100.00%
The origin of the antibacterial property of bamboo,The origin of the antibacterial property of bamboo,T Tsuzuki RK Kanwar,22,100.00%,100.00%
Effect of nozzle polarity and connection on electrospinning of polyacrylonitrile nanofibers,Effect of nozzle polarity and connection on electrospinning of polyacrylonitrile nanofibers,,7,100.00%,100.00%
Practical amine functionalization of multi-walled carbon nanotubes for effective interfacial bonding,Practical Amine Functionalization of Multi‐Walled Carbon Nanotubes for Effective Interfacial Bonding,,20,27.27%,27.27%
Power generation from randomly oriented electrospun nanofiber membranes,Power generation from randomly oriented electrospun nanofiber membranes,,4,100.00%,100.00%
Regenerated silk fibroin using protic ionic liquids solvents : towards an all-ionic-liquid process for producing silk with tunable properties,Regenerated silk fibroin using protic ionic liquids solvents: towards an all-ionic-liquid process for producing silk with tunable properties,N Goujon,32,89.47%,94.44%
The impact of textile wet colouration on the environment in 2011,The impact of textile wet colouration on the environment in 2011,C Hurren,4,100.00%,100.00%
Understanding wettability changes from practical plasma functionalization of carbon nanotubes,Understanding wettability changes from practical plasma functionalization of carbon nanotubes,BL Fox,5,100.00%,100.00%
Graphene oxide nanoparticles as a nonbleaching optical probe for two-photon luminescence imaging and cell therapy,Graphene Oxide Nanoparticles as a Nonbleaching Optical Probe for Two‐Photon Luminescence Imaging and Cell Therapy,JL Li L Sun,112,33.33%,33.33%
Effects of ultrasonic treatment on wool fibre and fabric properties,Effects of ultrasonic treatment on wool fibre and fabric properties,,13,100.00%,100.00%
Effects of pH on the stress-strain properties of wool fabric,Effects of pH on the stress–strain properties of wool fabric,X Wang,1,90.00%,90.00%
Thermal and mechanical properties of ultrasonically treated wool,Thermal and mechanical properties of ultrasonically treated wool,CJ Hurren C Ding,12,100.00%,100.00%
The long-term performance of cementitious composites reinforced with coir fibre,The long-term performance of cementitious composites reinforced with coir fibre,L Wang,2,100.00%,100.00%
Antimicrobial electrospun nanofibers of cellulose acetate and polyester urethane composite for wound dressing,Antimicrobial electrospun nanofibers of cellulose acetate and polyester urethane composite for wound dressing,Z Xu,76,100.00%,100.00%
Antibacterial activity of capsaicin-coated wool fabric,Antibacterial activity of capsaicin-coated wool fabric,,19,100.00%,100.00%
Upward needleless electrospinning of nanofibers,Upward needleless electrospinning of nanofibers,,18,100.00%,100.00%
"Biofunctionalization of 3D nylon 6,6 scaffolds using a two-step surface modification","Biofunctionalization of 3D nylon 6, 6 scaffolds using a two-step surface modification",A Sutti,12,90.91%,83.33%
Preparation and surface properties of cashmere guard hair powders,Preparation and surface properties of cashmere guard hair powders,T Tsuzuki,13,100.00%,100.00%
Milled cashmere guard hair powders : absorption properties to heavy metal ions,Milled cashmere guard hair powders: Absorption properties to heavy metal ions,T Tsuzuki,21,75.00%,81.82%
Structure and biodegradation mechanism of milled Bombyx mori silk particles,Structure and biodegradation mechanism of milled Bombyx mori silk particles,X Hu T Tsuzuki,32,100.00%,100.00%
Ultrafine wool powders and their bulk properties,Ultrafine wool powders and their bulk properties,Q Zhou T Tsuzuki,17,100.00%,100.00%
Coloration of cotton fibers with anisotropic silver nanoparticles,Coloration of cotton fibers with anisotropic silver nanoparticles,B Tang J Li L Sun,49,100.00%,100.00%
Function improvement of wool fabric based on surface assembly of silica and silver nanoparticles,Function improvement of wool fabric based on surface assembly of silica and silver nanoparticles,B Tang,42,100.00%,100.00%
Layer-by-layer assembly of antibacterial coating on interbonded 3D fibrous scaffolds and its cytocompatibility assessment,Layer‐by‐layer assembly of antibacterial coating on interbonded 3D fibrous scaffolds and its cytocompatibility assessment,Y Zhao,16,92.86%,92.86%
Apatite-coated three-dimensional fibrous scaffolds and their osteoblast response,Apatite‐coated three‐dimensional fibrous scaffolds and their osteoblast response,Y Zhao,4,75.00%,75.00%
Reduction of the photocatalytic activity of ZnO nanoparticles for UV protection applications,Reduction of the photocatalytic activity of ZnO nanoparticles for UV protection applications,T Tsuzuki L Sun,16,100.00%,100.00%
Reduced graphene oxide/ZnO composite : reusable adsorbent for pollutant management,Reduced graphene oxide/ZnO composite: reusable adsorbent for pollutant management,T Tsuzuki B Tang L Sun,139,80.00%,88.89%
"Thermo-responsive Hercosett/poly(N-isopropylacrylamide) films : a new, fast, optically responsive coating","Thermo-responsive Hercosett/Poly (N-isopropylacrylamide) films: A new, fast, optically responsive coating",J Wang A Sutti X Wang,10,60.00%,60.00%
Electric field analysis of spinneret design for needleless electrospinning of nanofibers,Electric field analysis of spinneret design for needleless electrospinning of nanofibers,X Wang X Wang,17,100.00%,100.00%
Needleless electrospinning of uniform nanofibers using spiral coil spinnerets,Needleless electrospinning of uniform nanofibers using spiral coil spinnerets,X Wang,49,100.00%,100.00%
Enhanced cell growth using non-woven scaffolds of multilobal fibres,Enhanced cell growth using non-woven scaffolds of multilobal fibres,A Sutti,5,100.00%,100.00%
Improving fiber trapping with a contact surface during the ring twisting of two cotton yarns,Improving fiber trapping with a contact surface during the ring twisting of two cotton yarns,,7,100.00%,100.00%
Effect of cellulose nanofiber dimensions on sheet forming through filtration,Effect of cellulose nanofiber dimensions on sheet forming through filtration,L Zhang W Batchelor S Varanasi T Tsuzuki,38,100.00%,100.00%
Photoreactive azido-containing silica nanoparticle/polycation multilayers : durable superhydrophobic coating on cotton fabrics,Photoreactive azido-containing silica nanoparticle/polycation multilayers: durable superhydrophobic coating on cotton fabrics,Y Zhao Z Xu,100,83.33%,90.91%
"Magnetic liquid marbles, their manipulation and application in optical probing","Magnetic liquid marbles, their manipulation and application in optical probing",Y Zhao Z Xu M Parhizkar,54,100.00%,100.00%
"Fluoroalkyl silane modified silicone rubber/nanoparticle composite : a super durable, robust superhydrophobic fabric coating","Fluoroalkyl silane modified silicone rubber/nanoparticle composite: a super durable, robust superhydrophobic fabric coating",A Gestos,266,85.71%,92.31%
Strip twisted electrospun nanofiber yarns: Structural effects on tensile properties,Strip twisted electrospun nanofiber yarns: structural effects on tensile properties,,20,90.00%,90.00%
"Direct electrospinning of highly twisted,continuous nanofiber yarns","Direct electrospinning of highly twisted, continuous nanofiber yarns",,71,85.71%,75.00%
Needleless melt-electrospinning of polypropylene nanofibres,Needleless melt-electrospinning of polypropylene nanofibres,,35,100.00%,100.00%
Influence of movable balloon control ring on yarn hairiness of different yarn paths,Influence of Movable Balloon Control Ring on Yarn Hairiness of Different Yarn Paths,,1,30.77%,30.77%
"On toughening of epoxies and their carbon fibre-reinforced composites, in Cheng, Quingzheng (George) (eds)",On toughening of epoxies and their carbon fibre-reinforced composites,J Zhang,0,57.14%,88.89%
"Electrospinning of continuous nanofiber bundles and twisted nanofiber yarns, in Lin, Tong (eds)",Recent developments in electrospinning of nanofiber yarns,,40,23.08%,57.14%
"Functional applications of electrospun nanofibers, in Lin, Tong (eds)",Functional applications of electrospun nanofibers,,46,44.44%,80.00%
"Needleless electrospinning : developments and performances, in Lin, Tong (eds)",Needleless electrospinning: developments and performances,,28,30.00%,60.00%
Controlled surface modification of boron nitride nanotubes,Controlled surface modification of boron nitride nanotubes,Y Chen LH Li,45,100.00%,100.00%
An integrated method of feature extraction and objective evaluation of fabric pilling,An integrated method of feature extraction and objective evaluation of fabric pilling,Z Deng L Wang,20,100.00%,100.00%
Superhydrophobic nanofibre membranes : effects of particulate coating on hydrophobicity and surface properties,Superhydrophobic nanofibre membranes: effects of particulate coating on hydrophobicity and surface properties,,14,84.62%,91.67%
Electrical power generator from randomly oriented electrospun poly(vinylidene fluoride) nanofibre membranes,Electrical power generator from randomly oriented electrospun poly (vinylidene fluoride) nanofibre membranes,,110,90.91%,83.33%
Mechanical improvements to reinforced porous silk scaffolds,Mechanical improvements to reinforced porous silk scaffolds,JA Kluge,37,100.00%,100.00%
Electrospinning of nanofibres with parallel line surface texture for improvement of nerve cell growth,Electrospinning of nanofibres with parallel line surface texture for improvement of nerve cell growth,A Sutti,31,100.00%,100.00%
Evaluating the relationship between the coefficients of variation of single fibre strength and fibre diameter,[CITATION][C] Evaluating the relationship between the coefficients of variation of single fibre strength and fibre diameter,X Wang LJ Wang,3,100.00%,93.75%
Analysis and design of k-winners-take-all model with a single state variable and Heaviside step activation function,Analysis and Design of a -Winners-Take-All Model With a Single State Variable and the Heaviside Step Activation Function,J Wang,49,43.75%,33.33%
Associative memories based on class of continuous-time cellular neural networks designed using space-invariant cloning templates,Design and analysis of high-capacity associative memories based on a class of discrete-time recurrent neural networks,Z Zeng J Wang,79,53.33%,43.75%
Blind source separation based on cumulants with time and frequency non-properties,Blind source separation based on cumulants with time and frequency non-properties,J Wang,12,100.00%,100.00%
Almost sure exponential stability of recurrent neural networks with Markovian switching,Almost sure exponential stability of recurrent neural networks with Markovian switching,J Wang,130,100.00%,100.00%
An improved dual neural network for solving a class of quadratic programming problems and its k-winners-take-all application,An Improved Dual Neural Network for Solving a Class of Quadratic Programming Problems and Its -Winners-Take-All Application,X Hu J Wang,117,29.41%,29.41%
Analysis and design of high-capacity associative memories based on class of discrete-time recurrent neural networks,Design and analysis of high-capacity associative memories based on a class of discrete-time recurrent neural networks,Z Zeng J Wang,79,86.67%,81.25%
Convergence analysis of a class of nonsmooth gradient systems,Convergence analysis of a class of nonsmooth gradient systems,W Lu J Wang,32,100.00%,100.00%
A novel neural network for solving nonlinear optimization problems with inequality constraints,A novel recurrent neural network for solving nonlinear optimization problems with inequality constraints,J Wang,89,100.00%,92.31%
A one-layer recurrent neural network with a discontinuous activation function for linear programming,A one-layer recurrent neural network with a discontinuous activation function for linear programming,Q Liu J Wang,65,100.00%,100.00%
Two k-winners-take-all networks with discontinuous activation functions,Two k-winners-take-all networks with discontinuous activation functions,Q Liu J Wang,39,100.00%,100.00%
An improved algebraic criterion for global exponential stability of recurrent neural networks with time-varying delays,An improved algebraic criterion for global exponential stability of recurrent neural networks with time-varying delays,J Wang,99,100.00%,100.00%
Global exponential periodicity and global exponential stability of a class of recurrent neural networks with various activation functions and time-varying delays,Global exponential periodicity and global exponential stability of a class of recurrent neural networks with various activation functions and time-varying delays,J Wang,50,100.00%,100.00%
Noise-induced Stabilization of the recurrent neural networks with mixed time-varying delays and Markovian-switching parameters,Noise-induced stabilization of the recurrent neural networks with mixed time-varying delays and Markovian-switching parameters,J Wang,74,92.86%,92.86%
Solving generally constrained generalized linear variational inequalities using the general projection neural networks,Solving generally constrained generalized linear variational inequalities using the general projection neural networks,X Hu J Wang,28,100.00%,100.00%
Design of general projection neural network for solving  monotone linear variational inequalities and linear and quadratic optimization problems,Design of general projection neural networks for solving monotone linear variational inequalities and linear and quadratic optimization problems,X Hu J Wang,96,89.47%,94.44%
An LMI approach to delayed global asymptotic stability of the Cohen-Grossberg neural networks via nonsmooth analysis,Stability in delayed Cohen–Grossberg neural networks: LMI optimization approach,J Cao,199,25.00%,44.44%
Analysis and design of associative memories based on recurrent neural networks with linear saturation activation functions and time-varying delays,Analysis and design of associative memories based on recurrent neural networks with linear saturation activation functions and time-varying delays,Z Zeng J Wang,51,100.00%,100.00%
A recurrent neural network for solving a class of general variational inequalities,A recurrent neural network for solving a class of general variational inequalities,X Hu J Wang,51,100.00%,100.00%
Global exponential stability of recurrent neural networks in the presence of strong external stimuli,Global exponential stability of recurrent neural networks with time-varying delays in the presence of strong external stimuli,Z Zeng J Wang,100,100.00%,82.35%
A simplified dual neural network for quadratic programming with its KWTA application,A simplified dual neural network for quadratic programming with its KWTA application,S Liu J Wang,161,100.00%,100.00%
Multiperiodicity of discrete-time delayed neural networks evoked by periodic external inputs,Multiperiodicity of discrete-time delayed neural networks evoked by periodic external inputs,Z Zeng J Wang,52,100.00%,100.00%
Improved conditions for global exponential stability of recurrent neural networks with time-varying delays,Improved conditions for global exponential stability of recurrent neural networks with time-varying delays,Z Zeng J Wang,149,100.00%,100.00%
Complete stability of cellular neural networks with time-varying delays,Complete stability of cellular neural networks with time-varying delays,Z Zeng J Wang,105,100.00%,100.00%
Multiperiodicity and exponential attractivity evoked by periodic external inputs in delayed cellular neural networks,Multiperiodicity and exponential attractivity evoked by periodic external inputs in delayed cellular neural networks,Z Zeng J Wang,103,100.00%,100.00%
Global robust stability of a class of discrete-time interval neural networks,Global robust stability of a class of discrete-time interval neural networks,J Wang,61,100.00%,100.00%
A network model for blind source extraction in various ill-conditioned cases,A network model for blind source extraction in various ill-conditioned cases,J Wang,6,100.00%,100.00%
Global exponential periodicity of a class of recurrent neural networks with oscillating parameters and time-varying delays,Global exponential periodicity of a class of recurrent neural networks with oscillating parameters and time-varying delays,B Chen J Wang,27,100.00%,100.00%
Global asymptotic stability and global exponential stability of delayed cellular neural networks,Global asymptotic stability and global exponential stability of delayed cellular neural networks,J Wang Z Zeng,102,100.00%,100.00%
Global exponential stability and periodicity of recurrent neural networks with time delays,Global exponential stability and periodicity of recurrent neural networks with time delays,J Cao J Wang,314,100.00%,100.00%
Global exponential stability of a general class of recurrent neural networks with unbounded time-varying delays,Global asymptotic stability of a general class of recurrent neural networks with time-varying delays,J Cao J Wang,547,86.67%,92.86%
Recurrent neural networks for solving nonlinear convex programs with linear constraints,A recurrent neural network for solving nonlinear convex programs subject to linear constraints,J Wang,133,72.73%,61.54%
Global asymptotic and robust stability of recurrent neural networks with time delays,Global asymptotic and robust stability of recurrent neural networks with time delays,J Cao J Wang,471,100.00%,100.00%
A primal-dual  neural  network for on-line resolving constrained  kinematic redundancy in robot motion control,A primal-dual neural network for online resolving constrained kinematic redundancy in robot motion control,J Wang,87,76.47%,92.86%
Stability analysis of delayed cellular neural networks described using cloning templates,Stability analysis of delayed cellular neural networks described using cloning templates,Z Zeng J Wang,83,100.00%,100.00%
A recurrent neural network with exponential convergence for solving convex quadratic program and linear piecewise equations,A recurrent neural network with exponential convergence for solving convex quadratic program and related linear piecewise equations,J Wang,121,100.00%,94.12%
Blind source extraction from convolutive mixtures in ill-conditioned multi-input multi-output channels,Blind source extraction from convolutive mixtures in ill-conditioned multi-input multi-output channels,J Wang A Cichocki,19,100.00%,100.00%
A recurrent neural network for nonlinear convex optimization subject to nonlinear inequality constraints,A recurrent neural network for nonlinear convex optimization subject to nonlinear inequality constraints,J Wang,110,100.00%,100.00%
Grasping force optimization of multi-fingered robotic hands using a recurrent neural network,Grasping-force optimization for multifingered robotic hands using a recurrent neural network,J Wang,63,66.67%,72.73%
Constrained motion control of flexible robot manipulators based on recurrent neural networks,Constrained motion control of flexible robot manipulators based on recurrent neural networks,J Wang,53,100.00%,100.00%
A one-layer recurrent neural network for support vector machine learning,A one-layer recurrent neural network for support vector machine learning,J Wang,70,100.00%,100.00%
Absolute exponential stability of recurrent neural networks with time delays and Lipschitz-continuous activation functions,Absolute exponential stability of recurrent neural networks with Lipschitz-continuous activation functions and time delays,J Cao J Wang,218,100.00%,100.00%
A support vector machine with a hybrid kernel and minimal Vapnik-Chervonenkis dimension,A support vector machine with a hybrid kernel and minimal Vapnik-Chervonenkis dimension,Y Tan J Wang,138,100.00%,100.00%
A general projection neural network for solving optimization and related problems,A general projection neural network for solving optimization and related problems,J Wang,7,100.00%,100.00%
Obstacle avoidance for kinematically redundant manipulators using a dual neural network,Obstacle avoidance for kinematically redundant manipulators using a dual neural network,Y Zhang J Wang,148,100.00%,100.00%
Grasp analysis and synthesis based on a new quantitative measure,Grasp analysis and synthesis based on a new quantitative measure,X Zhu J Wang,55,100.00%,100.00%
Multilayer recurrent neural networks for on-line robust pole assignment,Multilayer recurrent neural networks for online robust pole assignment,J Wang,18,88.89%,88.89%
Global exponential stability of a general class of recurrent neural networks with time-varying delays,Global asymptotic stability of a general class of recurrent neural networks with time-varying delays,J Cao J Wang,547,92.86%,92.86%
Formation of machine cells and part families in cellular manufacturing systems using a linear assignment algorithm,Formation of machine cells and part families in cellular manufacturing systems using a linear assignment algorithm,J Wang,52,100.00%,100.00%
Synthesis of force-closure grasps on 3-D objects based on the Q-distance,Synthesis of force-closure grasps on 3-D objects based on the Q distance,X Zhu J Wang,193,90.91%,83.33%
A dual neural network for redundancy resolution of kinematically redundant manipulators subject to joint limits and joint velocity limits,A dual neural network for redundancy resolution of kinematically redundant manipulators subject to joint limits and joint velocity limits,Y Zhang J Wang,164,100.00%,100.00%
Algebraic criteria for global exponential stability of cellular neural networks with multiple time delays,Algebraic criteria for global exponential stability of cellular neural networks with multiple time delays,J Wang,201,100.00%,100.00%
Global asymptotic stability of a general class of recurrent neural networks with time-varying delays,Global asymptotic stability of a general class of recurrent neural networks with time-varying delays,J Cao J Wang,547,100.00%,100.00%
Absolute exponential stability of a class of continuous-time recurrent neural networks,Absolute exponential stability of a class of continuous-time recurrent neural networks,J Wang,63,100.00%,100.00%
A dual neural network for bi-criteria kinematic control redundant manipulators,A dual neural network for bi-criteria kinematic control of redundant manipulators,Y Zhang J Wang,107,100.00%,90.91%
A multi-stage self-organizing algorithm combined transiently chaotic neural network for cellular channel assignment,A multistage self-organizing algorithm combined transiently chaotic neural network for cellular channel assignment,J Wang,28,92.31%,92.31%
A gradient flow approach to on-line robust pole assignment for synthesizing output feedback control systems,A gradient flow approach to on-line robust pole assignment for synthesizing output feedback control systems,J Wang,32,100.00%,100.00%
A dual neural network for constrained torque optimization of kinematically redundant manipulators,A dual neural network for constrained joint torque optimization of kinematically redundant manipulators,Y Zhang J Wang,77,100.00%,92.31%
A recurrent neural network for solving Sylvester equation with time-varying coefficients,A recurrent neural network for solving Sylvester equation with time-varying coefficients,Y Zhang D Jiang J Wang,218,100.00%,100.00%
Global stability of a class of continuous-time recurrent neural networks,Global stability of a class of continuous-time recurrent neural networks,J Wang,81,100.00%,100.00%
Differential-algebraic approach to linear programming,Differential-algebraic approach to linear programming,M Xiong J Wang,8,100.00%,100.00%
Sequential blind extraction of instantaneously mixed sources,Sequential blind extraction of instantaneously mixed sources,J Wang,81,100.00%,100.00%
Global asymptotic stability and global exponential stability of continuous-time recurrent neural networks,Global asymptotic stability and global exponential stability of continuous-time recurrent neural networks,J Wang,67,100.00%,100.00%
